word1,word2,combined,frequency
ಇದನ್ನು,ಕತ್ತರಿಸಿ,ಇದನ್ನುಕತ್ತರಿಸಿ,low
ಕತ್ತರಿಸಿ,ಹೂದಾನಿಯಲ್ಲಿ,ಕತ್ತರಿಸಿಹೂದಾನಿಯಲ್ಲಿ,low
ಹೂದಾನಿಯಲ್ಲಿ,ಇಟ್ಟರೆ,ಹೂದಾನಿಯಲ್ಲಿಇಟ್ಟರೆ,low
ವಾರಗಳವರೆಗೆ,ಕೆಡುವುದಿಲ್ಲ,ವಾರಗಳವರೆಗೆಕೆಡುವುದಿಲ್ಲ,low
ಕೆಡುವುದಿಲ್ಲ,ಅಂತೋರಿಯಂ,ಕೆಡುವುದಿಲ್ಲಅಂತೋರಿಯಂ,low
ಅಂತೋರಿಯಂ,ಬೀಜೋತ್ಪಾದನೆ,ಅಂತೋರಿಯಂಬೀಜೋತ್ಪಾದನೆ,low
ಬೀಜೋತ್ಪಾದನೆ,ಅಂತೂರಿಯಮ್,ಬೀಜೋತ್ಪಾದನೆಅಂತೂರಿಯಮ್,low
ಅಂತೂರಿಯಮ್,ಸಸಿಗಳನ್ನು,ಅಂತೂರಿಯಮ್ಸಸಿಗಳನ್ನು,low
ಸಸಿಗಳನ್ನು,ಬೀಜದಿಂದ,ಸಸಿಗಳನ್ನುಬೀಜದಿಂದ,low
ಬೀಜದಿಂದ,ಕುಡಿ,ಬೀಜದಿಂದಕುಡಿ,low
ಕುಡಿ,ಸಸಿಗಳಿಂದ,ಕುಡಿಸಸಿಗಳಿಂದ,low
ಸಸಿಗಳಿಂದ,ಮತ್ತು,ಸಸಿಗಳಿಂದಮತ್ತು,low
ಮತ್ತು,ಅಂಗಾಶ,ಮತ್ತುಅಂಗಾಶ,low
ಅಂಗಾಶ,ಕಸಿ,ಅಂಗಾಶಕಸಿ,low
ಕಸಿ,ವಿಧಾನಗಳಿಂದ,ಕಸಿವಿಧಾನಗಳಿಂದ,low
ವಿಧಾನಗಳಿಂದ,ಉತ್ಪಾದಿಸಲಾಗುತ್ತದೆ,ವಿಧಾನಗಳಿಂದಉತ್ಪಾದಿಸಲಾಗುತ್ತದೆ,low
ಉತ್ಪಾದಿಸಲಾಗುತ್ತದೆ,ಕೃತಕ,ಉತ್ಪಾದಿಸಲಾಗುತ್ತದೆಕೃತಕ,low
ಕೃತಕ,ಪರಾಗ,ಕೃತಕಪರಾಗ,low
ಪರಾಗ,ಸ್ಪರ್ಶ,ಪರಾಗಸ್ಪರ್ಶ,low
ಸ್ಪರ್ಶ,ವಿವಿಧ,ಸ್ಪರ್ಶವಿವಿಧ,low
ವಿವಿಧ,ಬಣ್ಣದ,ವಿವಿಧಬಣ್ಣದ,low
ಬಣ್ಣದ,ಹೂನಾಲಗೆಯನ್ನು,ಬಣ್ಣದಹೂನಾಲಗೆಯನ್ನು,low
ಹೂನಾಲಗೆಯನ್ನು,ಬಿಡುವ,ಹೂನಾಲಗೆಯನ್ನುಬಿಡುವ,low
ಬಿಡುವ,ಸಸ್ಯಗಳನ್ನು,ಬಿಡುವಸಸ್ಯಗಳನ್ನು,low
ಸಸ್ಯಗಳನ್ನು,ಉತ್ಪಾದಿಸಬಹುದು,ಸಸ್ಯಗಳನ್ನುಉತ್ಪಾದಿಸಬಹುದು,low
ಉತ್ಪಾದಿಸಬಹುದು,ಗಿಡಗಳಿಗೆ,ಉತ್ಪಾದಿಸಬಹುದುಗಿಡಗಳಿಗೆ,low
ಗಿಡಗಳಿಗೆ,ಶೇಕಡ,ಗಿಡಗಳಿಗೆಶೇಕಡ,low
ಶೇಕಡ,೭೫,ಶೇಕಡ೭೫,low
೭೫,ರಷ್ಟು,೭೫ರಷ್ಟು,low
ರಷ್ಟು,ಅವಶ್ಯಕತೆಯಿದೆ,ರಷ್ಟುಅವಶ್ಯಕತೆಯಿದೆ,low
ಅವಶ್ಯಕತೆಯಿದೆ,ಬೆಳೆಸುವ,ಅವಶ್ಯಕತೆಯಿದೆಬೆಳೆಸುವ,low
ಬೆಳೆಸುವ,ವಿಧಾನ,ಬೆಳೆಸುವವಿಧಾನ,low
ವಿಧಾನ,ಅಂತೂರಿಯಮ್,ವಿಧಾನಅಂತೂರಿಯಮ್,low
ಅಂತೂರಿಯಮ್,ಗಿಡಗಳನ್ನು,ಅಂತೂರಿಯಮ್ಗಿಡಗಳನ್ನು,low
ಗಿಡಗಳನ್ನು,ಕುಂಡಗಳಲ್ಲಿಯೂ,ಗಿಡಗಳನ್ನುಕುಂಡಗಳಲ್ಲಿಯೂ,low
ಕುಂಡಗಳಲ್ಲಿಯೂ,ನೆಲದ,ಕುಂಡಗಳಲ್ಲಿಯೂನೆಲದ,low
ನೆಲದ,ಮೇಲೂ,ನೆಲದಮೇಲೂ,low
ಮೇಲೂ,ಬೆಳೆಸುತ್ತಾರೆ,ಮೇಲೂಬೆಳೆಸುತ್ತಾರೆ,low
ಬೆಳೆಸುತ್ತಾರೆ,ಕುಂಡಗಳಲ್ಲಾಗಲೀ,ಬೆಳೆಸುತ್ತಾರೆಕುಂಡಗಳಲ್ಲಾಗಲೀ,low
ಕುಂಡಗಳಲ್ಲಾಗಲೀ,ನೆಲದ,ಕುಂಡಗಳಲ್ಲಾಗಲೀನೆಲದ,low
ನೆಲದ,ಮೇಲಾಗಲಿ,ನೆಲದಮೇಲಾಗಲಿ,low
ಮೇಲಾಗಲಿ,ಬೆಳೆಸುವಾಗ,ಮೇಲಾಗಲಿಬೆಳೆಸುವಾಗ,low
ಬೆಳೆಸುವಾಗ,ಮಣ್ಣು,ಬೆಳೆಸುವಾಗಮಣ್ಣು,low
ಮಣ್ಣು,ಸಡಿಲವಾಗಿದ್ದರೆ,ಮಣ್ಣುಸಡಿಲವಾಗಿದ್ದರೆ,low
ಸಡಿಲವಾಗಿದ್ದರೆ,ಬೇರುಗಳಿಗೆ,ಸಡಿಲವಾಗಿದ್ದರೆಬೇರುಗಳಿಗೆ,low
ಬೇರುಗಳಿಗೆ,ಗಾಳಿಯಾಡಲು,ಬೇರುಗಳಿಗೆಗಾಳಿಯಾಡಲು,low
ಗಾಳಿಯಾಡಲು,ಅವಕಾಶವಾಗುತ್ತದೆ,ಗಾಳಿಯಾಡಲುಅವಕಾಶವಾಗುತ್ತದೆ,low
ಅವಕಾಶವಾಗುತ್ತದೆ,ಒಂದು,ಅವಕಾಶವಾಗುತ್ತದೆಒಂದು,low
ಒಂದು,ಗಿಡದಿಂದ,ಒಂದುಗಿಡದಿಂದ,low
ಗಿಡದಿಂದ,೧೦,ಗಿಡದಿಂದ೧೦,low
೧೦,೧೨,೧೦೧೨,low
೧೨,ಹೂವುಗಳು,೧೨ಹೂವುಗಳು,low
ಹೂವುಗಳು,ದೊರೆಯುತ್ತದೆ,ಹೂವುಗಳುದೊರೆಯುತ್ತದೆ,low
ದೊರೆಯುತ್ತದೆ,ಹೂವಿನ,ದೊರೆಯುತ್ತದೆಹೂವಿನ,low
ಹೂವಿನ,ಬೆಲೆ,ಹೂವಿನಬೆಲೆ,low
ಬೆಲೆ,ಅದರ,ಬೆಲೆಅದರ,low
ಅದರ,ನಾಲಿಗೆಯ,ಅದರನಾಲಿಗೆಯ,low
ನಾಲಿಗೆಯ,ಆಕಾರ,ನಾಲಿಗೆಯಆಕಾರ,low
ಆಕಾರ,ಮತ್ತು,ಆಕಾರಮತ್ತು,low
ಮತ್ತು,ಗಾತ್ರ,ಮತ್ತುಗಾತ್ರ,low
ಗಾತ್ರ,ಮತ್ತು,ಗಾತ್ರಮತ್ತು,low
ಮತ್ತು,ಬಣ್ಣಗಳನ್ನು,ಮತ್ತುಬಣ್ಣಗಳನ್ನು,low
ಬಣ್ಣಗಳನ್ನು,ಹೊಂದಿಕೊಂಡಿರುತ್ತದೆ,ಬಣ್ಣಗಳನ್ನುಹೊಂದಿಕೊಂಡಿರುತ್ತದೆ,low
ಹೊಂದಿಕೊಂಡಿರುತ್ತದೆ,ಉಲ್ಲೇಖಗಳು,ಹೊಂದಿಕೊಂಡಿರುತ್ತದೆಉಲ್ಲೇಖಗಳು,low
ಕೇದಾರೇಶ್ವರ,ದೇವಾಲಯ,ಕೇದಾರೇಶ್ವರದೇವಾಲಯ,low
ದೇವಾಲಯ,ಕೇದಾರೇಶ್ವರ,ದೇವಾಲಯಕೇದಾರೇಶ್ವರ,low
ಕೇದಾರೇಶ್ವರ,ಅಥವಾ,ಕೇದಾರೇಶ್ವರಅಥವಾ,low
ಅಥವಾ,ಕೇದಾರೇಶ್ವರ,ಅಥವಾಕೇದಾರೇಶ್ವರ,low
ಕೇದಾರೇಶ್ವರ,ಎಂದೂ,ಕೇದಾರೇಶ್ವರಎಂದೂ,low
ಎಂದೂ,ಸಹ,ಎಂದೂಸಹ,low
ಸಹ,ಉಚ್ಚರಿಸಲಾಗುತ್ತದೆ,ಸಹಉಚ್ಚರಿಸಲಾಗುತ್ತದೆ,low
ಉಚ್ಚರಿಸಲಾಗುತ್ತದೆ,ಹೊಯ್ಸಳರ,ಉಚ್ಚರಿಸಲಾಗುತ್ತದೆಹೊಯ್ಸಳರ,low
ಹೊಯ್ಸಳರ,ಕಾಲದ,ಹೊಯ್ಸಳರಕಾಲದ,low
ಕಾಲದ,ನಿರ್ಮಾಣವಾಗಿದ್ದು,ಕಾಲದನಿರ್ಮಾಣವಾಗಿದ್ದು,low
ನಿರ್ಮಾಣವಾಗಿದ್ದು,ಇದು,ನಿರ್ಮಾಣವಾಗಿದ್ದುಇದು,low
ಇದು,ಭಾರತದ,ಇದುಭಾರತದ,low
ಭಾರತದ,ಕರ್ನಾಟಕ,ಭಾರತದಕರ್ನಾಟಕ,low
ಕರ್ನಾಟಕ,ರಾಜ್ಯದ,ಕರ್ನಾಟಕರಾಜ್ಯದ,low
ರಾಜ್ಯದ,ಹಾಸನ,ರಾಜ್ಯದಹಾಸನ,low
ಹಾಸನ,ಜಿಲ್ಲೆಯ,ಹಾಸನಜಿಲ್ಲೆಯ,low
ಜಿಲ್ಲೆಯ,ಐತಿಹಾಸಿಕವಾಗಿ,ಜಿಲ್ಲೆಯಐತಿಹಾಸಿಕವಾಗಿ,low
ಐತಿಹಾಸಿಕವಾಗಿ,ಮಹತ್ವದ,ಐತಿಹಾಸಿಕವಾಗಿಮಹತ್ವದ,low
ಮಹತ್ವದ,ಪಟ್ಟಣವಾದ,ಮಹತ್ವದಪಟ್ಟಣವಾದ,low
ಪಟ್ಟಣವಾದ,ಹಳೇಬೀಡುದಲ್ಲಿದೆ,ಪಟ್ಟಣವಾದಹಳೇಬೀಡುದಲ್ಲಿದೆ,low
ಹಳೇಬೀಡುದಲ್ಲಿದೆ,ಇದು,ಹಳೇಬೀಡುದಲ್ಲಿದೆಇದು,low
ಇದು,ಪ್ರಸಿದ್ಧ,ಇದುಪ್ರಸಿದ್ಧ,low
ಪ್ರಸಿದ್ಧ,ಹೊಯ್ಸಳೇಶ್ವರ,ಪ್ರಸಿದ್ಧಹೊಯ್ಸಳೇಶ್ವರ,low
ಹೊಯ್ಸಳೇಶ್ವರ,ದೇವಸ್ಥಾನದಿಂದ,ಹೊಯ್ಸಳೇಶ್ವರದೇವಸ್ಥಾನದಿಂದ,low
ದೇವಸ್ಥಾನದಿಂದ,ಸ್ವಲ್ಪ,ದೇವಸ್ಥಾನದಿಂದಸ್ವಲ್ಪ,low
ಸ್ವಲ್ಪ,ದೂರದಲ್ಲಿದೆ,ಸ್ವಲ್ಪದೂರದಲ್ಲಿದೆ,low
ದೇವಾಲಯವನ್ನು,ಹೊಯ್ಸಳ,ದೇವಾಲಯವನ್ನುಹೊಯ್ಸಳ,low
ಹೊಯ್ಸಳ,ರಾಜ,ಹೊಯ್ಸಳರಾಜ,low
ರಾಜ,ವೀರ,ರಾಜವೀರ,low
ವೀರ,ಬಲ್ಲಾಳ,ವೀರಬಲ್ಲಾಳ,low
ಬಲ್ಲಾಳ,ಮತ್ತು,ಬಲ್ಲಾಳಮತ್ತು,low
ಮತ್ತು,ಅವನ,ಮತ್ತುಅವನ,low
ಅವನ,ರಾಣಿ,ಅವನರಾಣಿ,low
ರಾಣಿ,ಕೇತಲಾದೇವಿ,ರಾಣಿಕೇತಲಾದೇವಿ,low
ಕೇತಲಾದೇವಿ,ನಿರ್ಮಿಸಿದರು,ಕೇತಲಾದೇವಿನಿರ್ಮಿಸಿದರು,low
ನಿರ್ಮಿಸಿದರು,ಅಲ್ಲಿನ,ನಿರ್ಮಿಸಿದರುಅಲ್ಲಿನ,low
ಅಲ್ಲಿನ,ಮುಖ್ಯ,ಅಲ್ಲಿನಮುಖ್ಯ,low
ಮುಖ್ಯ,ದೇವತೆ,ಮುಖ್ಯದೇವತೆ,low
ದೇವತೆ,ಈಶ್ವರ,ದೇವತೆಈಶ್ವರ,low
ಈಶ್ವರ,ಹಿಂದೂ,ಈಶ್ವರಹಿಂದೂ,low
ಹಿಂದೂ,ದೇವರು,ಹಿಂದೂದೇವರು,low
ದೇವರು,ಶಿವನ,ದೇವರುಶಿವನ,low
ಶಿವನ,ಇನ್ನೊಂದು,ಶಿವನಇನ್ನೊಂದು,low
ಇನ್ನೊಂದು,ಹೆಸರು,ಇನ್ನೊಂದುಹೆಸರು,low
ದೇವಾಲಯವನ್ನು,ಭಾರತೀಯ,ದೇವಾಲಯವನ್ನುಭಾರತೀಯ,low
ಭಾರತೀಯ,ಪುರಾತತ್ವ,ಭಾರತೀಯಪುರಾತತ್ವ,low
ಪುರಾತತ್ವ,ಸರ್ವೇಕ್ಷಣೆಯ,ಪುರಾತತ್ವಸರ್ವೇಕ್ಷಣೆಯ,low
ಸರ್ವೇಕ್ಷಣೆಯ,ರಾಷ್ಟ್ರೀಯ,ಸರ್ವೇಕ್ಷಣೆಯರಾಷ್ಟ್ರೀಯ,low
ರಾಷ್ಟ್ರೀಯ,ಪ್ರಾಮುಖ್ಯತೆಯ,ರಾಷ್ಟ್ರೀಯಪ್ರಾಮುಖ್ಯತೆಯ,low
ಪ್ರಾಮುಖ್ಯತೆಯ,ಸ್ಮಾರಕವಾಗಿ,ಪ್ರಾಮುಖ್ಯತೆಯಸ್ಮಾರಕವಾಗಿ,low
ಸ್ಮಾರಕವಾಗಿ,ರಕ್ಷಿಸಲಾಗಿದೆ,ಸ್ಮಾರಕವಾಗಿರಕ್ಷಿಸಲಾಗಿದೆ,low
ರಕ್ಷಿಸಲಾಗಿದೆ,ದೇವಾಲಯದ,ರಕ್ಷಿಸಲಾಗಿದೆದೇವಾಲಯದ,low
ದೇವಾಲಯದ,ಯೋಜನೆ,ದೇವಾಲಯದಯೋಜನೆ,low
ಯೋಜನೆ,ಕಲಾ,ಯೋಜನೆಕಲಾ,low
ಕಲಾ,ಇತಿಹಾಸಕಾರ,ಕಲಾಇತಿಹಾಸಕಾರ,low
ಇತಿಹಾಸಕಾರ,ಆಡಮ್,ಇತಿಹಾಸಕಾರಆಡಮ್,low
ಆಡಮ್,ಹಾರ್ಡಿ,ಆಡಮ್ಹಾರ್ಡಿ,low
ಹಾರ್ಡಿ,ಪ್ರಕಾರ,ಹಾರ್ಡಿಪ್ರಕಾರ,low
ಪ್ರಕಾರ,ದೇವಾಲಯವನ್ನು,ಪ್ರಕಾರದೇವಾಲಯವನ್ನು,low
ದೇವಾಲಯವನ್ನು,ಕ್ರಿ,ದೇವಾಲಯವನ್ನುಕ್ರಿ,low
೧೨೧೭,ಗಿಂತ,೧೨೧೭ಗಿಂತ,low
ಗಿಂತ,ಮೊದಲು,ಗಿಂತಮೊದಲು,low
ಮೊದಲು,ನಿರ್ಮಿಸಲಾಗಿದೆ,ಮೊದಲುನಿರ್ಮಿಸಲಾಗಿದೆ,low
ನಿರ್ಮಿಸಲಾಗಿದೆ,ಮತ್ತು,ನಿರ್ಮಿಸಲಾಗಿದೆಮತ್ತು,low
ಇದನ್ನು,ಬಳಪದ,ಇದನ್ನುಬಳಪದ,low
ಬಳಪದ,ಕಲ್ಲಿನಿಂದ,ಬಳಪದಕಲ್ಲಿನಿಂದ,low
ಕಲ್ಲಿನಿಂದ,ನಿರ್ಮಿಸಲಾಗಿದೆ,ಕಲ್ಲಿನಿಂದನಿರ್ಮಿಸಲಾಗಿದೆ,low
ನಿರ್ಮಿಸಲಾಗಿದೆ,೧೨,ನಿರ್ಮಿಸಲಾಗಿದೆ೧೨,low
೧೨,ನೇ,೧೨ನೇ,low
ನೇ,ಮತ್ತು,ನೇಮತ್ತು,low
ಮತ್ತು,೧೩,ಮತ್ತು೧೩,low
೧೩,ನೇ,೧೩ನೇ,low
ನೇ,ಶತಮಾನದ,ನೇಶತಮಾನದ,low
ಶತಮಾನದ,ಹೊಯ್ಸಳ,ಶತಮಾನದಹೊಯ್ಸಳ,low
ಹೊಯ್ಸಳ,ವಾಸ್ತುಶಿಲ್ಪಿಗಳೊಂದಿಗೆ,ಹೊಯ್ಸಳವಾಸ್ತುಶಿಲ್ಪಿಗಳೊಂದಿಗೆ,low
ವಾಸ್ತುಶಿಲ್ಪಿಗಳೊಂದಿಗೆ,ಪ್ರಮಾಣಿತವಾಗುವ,ವಾಸ್ತುಶಿಲ್ಪಿಗಳೊಂದಿಗೆಪ್ರಮಾಣಿತವಾಗುವ,low
ಪ್ರಮಾಣಿತವಾಗುವ,ಬಳಪದ,ಪ್ರಮಾಣಿತವಾಗುವಬಳಪದ,low
ಬಳಪದ,ಕಲ್ಲಿನ,ಬಳಪದಕಲ್ಲಿನ,low
ಕಲ್ಲಿನ,ಬಳಕೆಯನ್ನು,ಕಲ್ಲಿನಬಳಕೆಯನ್ನು,low
ಬಳಕೆಯನ್ನು,ಪಶ್ಚಿಮ,ಬಳಕೆಯನ್ನುಪಶ್ಚಿಮ,low
ಪಶ್ಚಿಮ,ಚಾಲುಕ್ಯರು,ಪಶ್ಚಿಮಚಾಲುಕ್ಯರು,low
ಚಾಲುಕ್ಯರು,ಮೊದಲು,ಚಾಲುಕ್ಯರುಮೊದಲು,low
ಮೊದಲು,ಜನಪ್ರಿಯಗೊಳಿಸಿದರು,ಮೊದಲುಜನಪ್ರಿಯಗೊಳಿಸಿದರು,low
ಜನಪ್ರಿಯಗೊಳಿಸಿದರು,ದೇವಾಲಯವು,ಜನಪ್ರಿಯಗೊಳಿಸಿದರುದೇವಾಲಯವು,low
ದೇವಾಲಯವು,ಜಗತಿ,ದೇವಾಲಯವುಜಗತಿ,low
ಜಗತಿ,ಎಂಬ,ಜಗತಿಎಂಬ,low
ಎಂಬ,ವೇದಿಕೆಯ,ಎಂಬವೇದಿಕೆಯ,low
ವೇದಿಕೆಯ,ಮೇಲೆ,ವೇದಿಕೆಯಮೇಲೆ,low
ಮೇಲೆ,ನಿಂತಿದೆ,ಮೇಲೆನಿಂತಿದೆ,low
ನಿಂತಿದೆ,ಇದು,ನಿಂತಿದೆಇದು,low
ಇದು,ಸಾಮಾನ್ಯವಾಗಿ,ಇದುಸಾಮಾನ್ಯವಾಗಿ,low
ಸಾಮಾನ್ಯವಾಗಿ,ಐದರಿಂದ,ಸಾಮಾನ್ಯವಾಗಿಐದರಿಂದ,low
ಐದರಿಂದ,ಆರು,ಐದರಿಂದಆರು,low
ಆರು,ಅಡಿ,ಆರುಅಡಿ,low
ಅಡಿ,ಎತ್ತರವಿದೆ,ಅಡಿಎತ್ತರವಿದೆ,low
ಎತ್ತರವಿದೆ,ಮತ್ತು,ಎತ್ತರವಿದೆಮತ್ತು,low
ಇದನ್ನು,ಮೆಟ್ಟಿಲುಗಳ,ಇದನ್ನುಮೆಟ್ಟಿಲುಗಳ,low
ಮೆಟ್ಟಿಲುಗಳ,ಮೂಲಕ,ಮೆಟ್ಟಿಲುಗಳಮೂಲಕ,low
ಮೂಲಕ,ತಲುಪಬಹುದು,ಮೂಲಕತಲುಪಬಹುದು,low
ತಲುಪಬಹುದು,ಇತಿಹಾಸಕಾರ,ತಲುಪಬಹುದುಇತಿಹಾಸಕಾರ,low
ಕಾಮತ್,ಅವರ,ಕಾಮತ್ಅವರ,low
ಅವರ,ಪ್ರಕಾರ,ಅವರಪ್ರಕಾರ,low
ಪ್ರಕಾರ,ಇದು,ಪ್ರಕಾರಇದು,low
ಇದು,ಹೊಯ್ಸಳರ,ಇದುಹೊಯ್ಸಳರ,low
ಹೊಯ್ಸಳರ,ಹೊಸತನ,ಹೊಯ್ಸಳರಹೊಸತನ,low
ಹೊಸತನ,ಹೊಯ್ಸಳ,ಹೊಸತನಹೊಯ್ಸಳ,low
ಹೊಯ್ಸಳ,ದೇವಾಲಯಗಳು,ಹೊಯ್ಸಳದೇವಾಲಯಗಳು,low
ದೇವಾಲಯಗಳು,ಸಾಮಾನ್ಯವಾಗಿ,ದೇವಾಲಯಗಳುಸಾಮಾನ್ಯವಾಗಿ,low
ಸಾಮಾನ್ಯವಾಗಿ,ಗರ್ಭಗೃಹದ,ಸಾಮಾನ್ಯವಾಗಿಗರ್ಭಗೃಹದ,low
ಗರ್ಭಗೃಹದ,ಗರ್ಭಗೃಹ,ಗರ್ಭಗೃಹದಗರ್ಭಗೃಹ,low
ಗರ್ಭಗೃಹ,ಸುತ್ತ,ಗರ್ಭಗೃಹಸುತ್ತ,low
ಸುತ್ತ,ಪ್ರದಕ್ಷಿಣೆಗೆ,ಸುತ್ತಪ್ರದಕ್ಷಿಣೆಗೆ,low
ಪ್ರದಕ್ಷಿಣೆಗೆ,ಪ್ರದಕ್ಷಿಣಪಥ,ಪ್ರದಕ್ಷಿಣೆಗೆಪ್ರದಕ್ಷಿಣಪಥ,low
ಪ್ರದಕ್ಷಿಣಪಥ,ಮಾರ್ಗವನ್ನು,ಪ್ರದಕ್ಷಿಣಪಥಮಾರ್ಗವನ್ನು,low
ಮಾರ್ಗವನ್ನು,ಒದಗಿಸುವುದಿಲ್ಲ,ಮಾರ್ಗವನ್ನುಒದಗಿಸುವುದಿಲ್ಲ,low
ಒದಗಿಸುವುದಿಲ್ಲ,ಆದಾಗ್ಯೂ,ಒದಗಿಸುವುದಿಲ್ಲಆದಾಗ್ಯೂ,low
ಆದಾಗ್ಯೂ,ವೇದಿಕೆಯು,ಆದಾಗ್ಯೂವೇದಿಕೆಯು,low
ವೇದಿಕೆಯು,ನೋಡುಗರಿಗೆ,ವೇದಿಕೆಯುನೋಡುಗರಿಗೆ,low
ನೋಡುಗರಿಗೆ,ಗೋಡೆಯ,ನೋಡುಗರಿಗೆಗೋಡೆಯ,low
ಗೋಡೆಯ,ಉಬ್ಬು,ಗೋಡೆಯಉಬ್ಬು,low
ಉಬ್ಬು,ಮತ್ತು,ಉಬ್ಬುಮತ್ತು,low
ಮತ್ತು,ಶಿಲ್ಪಗಳ,ಮತ್ತುಶಿಲ್ಪಗಳ,low
ಶಿಲ್ಪಗಳ,ಉತ್ತಮ,ಶಿಲ್ಪಗಳಉತ್ತಮ,low
ಉತ್ತಮ,ನೋಟವನ್ನು,ಉತ್ತಮನೋಟವನ್ನು,low
ನೋಟವನ್ನು,ನೀಡುವುದರ,ನೋಟವನ್ನುನೀಡುವುದರ,low
ನೀಡುವುದರ,ಜೊತೆಗೆ,ನೀಡುವುದರಜೊತೆಗೆ,low
ಅನುಕೂಲವನ್ನು,ಒದಗಿಸುತ್ತದೆ,ಅನುಕೂಲವನ್ನುಒದಗಿಸುತ್ತದೆ,low
ಒದಗಿಸುತ್ತದೆ,ಮುಖ್ಯ,ಒದಗಿಸುತ್ತದೆಮುಖ್ಯ,low
ಮುಖ್ಯ,ದೇಗುಲದ,ಮುಖ್ಯದೇಗುಲದ,low
ದೇಗುಲದ,ವಿಮಾನ,ದೇಗುಲದವಿಮಾನ,low
ವಿಮಾನ,ಹೊರಭಾಗವು,ವಿಮಾನಹೊರಭಾಗವು,low
ಹೊರಭಾಗವು,ನಕ್ಷತ್ರಾಕಾರದ,ಹೊರಭಾಗವುನಕ್ಷತ್ರಾಕಾರದ,low
ನಕ್ಷತ್ರಾಕಾರದ,ನಕ್ಷತ್ರ,ನಕ್ಷತ್ರಾಕಾರದನಕ್ಷತ್ರ,low
ನಕ್ಷತ್ರ,ಎರಡು,ನಕ್ಷತ್ರಎರಡು,low
ಎರಡು,ಸಣ್ಣ,ಎರಡುಸಣ್ಣ,low
ಸಣ್ಣ,ದೇವಾಲಯಗಳೊಂದಿಗೆ,ಸಣ್ಣದೇವಾಲಯಗಳೊಂದಿಗೆ,low
ದೇವಾಲಯಗಳೊಂದಿಗೆ,ರಂದ್ರದ,ದೇವಾಲಯಗಳೊಂದಿಗೆರಂದ್ರದ,low
ರಂದ್ರದ,ಕಿಟಕಿಗಳನ್ನು,ರಂದ್ರದಕಿಟಕಿಗಳನ್ನು,low
ಕಿಟಕಿಗಳನ್ನು,ಜಾಲಿ,ಕಿಟಕಿಗಳನ್ನುಜಾಲಿ,low
ಜಾಲಿ,ಎಂದು,ಜಾಲಿಎಂದು,low
ವಾಸ್ತುಶಿಲ್ಪಿಗಳು,ಪುನರಾವರ್ತಿತ,ವಾಸ್ತುಶಿಲ್ಪಿಗಳುಪುನರಾವರ್ತಿತ,low
ಪುನರಾವರ್ತಿತ,ಅಲಂಕಾರಿಕ,ಪುನರಾವರ್ತಿತಅಲಂಕಾರಿಕ,low
ಅಲಂಕಾರಿಕ,ಶಿಲ್ಪಗಳು,ಅಲಂಕಾರಿಕಶಿಲ್ಪಗಳು,low
