word,meaning,word_type,last_sound,can_combine
ವಂಚಿತರಾದರು,,,ು,yes
ಇವರ,,,ರ,yes
ವಂಶದ,,,ದ,yes
ತಲೆಮಾರಿನಲ್ಲಿ,,,ಿ,yes
ಒಂಬತ್ತು,,,ು,yes
ಜನ,,,ನ,yes
ವಿದ್ವಾಂಸರಿದ್ದುದರಿಂದ,,,ದ,yes
ವಂಶಕ್ಕೆ,,,ೆ,yes
ಹೆಸರು,,,ು,yes
ಬಂದಿತಂತೆ,,,ೆ,yes
ವಿದ್ಯಾಭ್ಯಾಸ,,,ಸ,yes
ಬೆಂಗಳೂರಿನಲ್ಲಿ,,,ಿ,yes
ನೆರವೇರಿತು,,,ು,yes
ಸೆಂಟ್ರಲ್,,,್,yes
ಬಿ,,,ಿ,yes
ಅಧ್ಯಾಪಕರಾಗಿದ್ದ,,,ದ,yes
ಟೇಟ್,,,್,yes
ಸಾಹೇಬರು,,,ು,yes
ಸಹಪಾಠಿಯಾಗಿದ್ದ,,,ದ,yes
ರಾಜಾಜಿಯವರು,,,ು,yes
ಆಪ್ತ,,,ತ,yes
ಸ್ನೇಹಿತರು,,,ು,yes
ಇಂಗ್ಲಿಷ್,,,್,yes
ಅಸಾಧಾರಣ,,,ಣ,yes
ಪಾಂಡಿತ್ಯ,,,ಯ,yes
ಹೊಂದಿದ್ದ,,,ದ,yes
ರಾಮರಾಯರಿಗೆ,,,ೆ,yes
ಸಂಸ್ಕೃತ,,,ತ,yes
ಫ್ರೆಂಚ್,,,್,yes
ಭಾಷೆಗಳಲ್ಲೂ,,,ೂ,yes
ಪರಿಣತಿಯಿತ್ತು,,,ು,yes
ಈಜು,,,ು,yes
ಕ್ರಿಕೆಟ್,,,್,yes
ಗರಡಿ,,,ಿ,yes
ಸಾಧನೆ,,,ೆ,yes
ಹವ್ಯಾಸಗಳಾಗಿದ್ದವು,,,ು,yes
ಭಾರತದ,,,ದ,yes
ಕುರಿತಾದ,,,ದ,yes
ಅನುಭಾವ,,,ವ,yes
ವಿದ್ಯಾರ್ಥಿಯಾಗಿದ್ದಾಗ,,,ಗ,yes
ಭಾರತವೆಂಬುದು,,,ು,yes
ಬಗೆ,,,ೆ,yes
ಬಗೆಯ,,,ಯ,yes
ಸರಕಿನ,,,ನ,yes
ಮೂಟೆ,,,ೆ,yes
ಭಾವನೆಯಿತ್ತು,,,ು,yes
ಅಷ್ಟೇ,,,ೇ,yes
ಅಲ್ಲ,,,ಲ,yes
ಭಾರತವೆಂದರೆ,,,ೆ,yes
ಪರದೇಶ,,,ಶ,yes
ಭಾವನೆ,,,ೆ,yes
ಅವರಲ್ಲಿ,,,ಿ,yes
ಮಡುಗಟ್ಟಿತ್ತಂತೆ,,,ೆ,yes
ಮುಂದಿನ,,,ನ,yes
ದಿನಗಳಲ್ಲಿ,,,ಿ,yes
ಕಾಶ್ಮೀರದಿಂದ,,,ದ,yes
ಕನ್ಯಾಕುಮಾರಿಯವರೆಗೆ,,,ೆ,yes
ಲಾಹೋರಿನಿಂದ,,,ದ,yes
ಕಲ್ಕತ್ತದವರೆಗೆ,,,ೆ,yes
ಸುತ್ತಿಬಂದ,,,ದ,yes
ನನಗೆ,,,ೆ,yes
ದೇಶದ,,,ದ,yes
ಜನಜೀವನ,,,ನ,yes
ಆಚರಣೆ,,,ೆ,yes
ನಡೆ,,,ೆ,yes
ನುಡಿ,,,ಿ,yes
ಎಲ್ಲವನ್ನೂ,,,ೂ,yes
ಹತ್ತಿರದಿಂದ,,,ದ,yes
ನೋಡಿದಾಗ,,,ಗ,yes
ಹೊಸ,,,ಸ,yes
ಅನುಭವವೇ,,,ೇ,yes
ಆಯಿತು,,,ು,yes
ಇಲ್ಲಿನ,,,ನ,yes
ಆಚಾರ,,,ರ,yes
ವಿಚಾರಗಳು,,,ು,yes
ಸಂಸ್ಕೃತಿ,,,ಿ,yes
ಕ್ರಮವನ್ನು,,,ು,yes
ನಿಯಂತ್ರಿಸುವ,,,ವ,yes
ನಂಬಿಕೆಗಳು,,,ು,yes
ಆಚರಣೆಗಳನ್ನು,,,ು,yes
ಗಮನಿಸಿದಾಗ,,,ಗ,yes
ಇಡೀ,,,ೀ,yes
ದೇಶವೇ,,,ೇ,yes
ನನ್ನ,,,ನ,yes
ಮನೆ,,,ೆ,yes
ಎನಿಸಿತು,,,ು,yes
ಇಲ್ಲಿ,,,ಿ,yes
ಜನಗಳೆಲ್ಲ,,,ಲ,yes
ಬಂಧುಗಳೇ,,,ೇ,yes
ಎಂಬುದನ್ನು,,,ು,yes
ಕಂಡೆ,,,ೆ,yes
ಬಣ್ಣಿಸುತ್ತಾರೆ,,,ೆ,yes
ಅಧಿಕಾರಿಗಳಾಗಿ,,,ಿ,yes
ಎಲ್,,,್,yes
ಪದವೀಧರರಾಗಿ,,,ಿ,yes
ಸಿವಿಲ್,,,್,yes
ಸರ್ವೀಸ್,,,್,yes
ಪರೀಕ್ಷೆಯಲ್ಲೂ,,,ೂ,yes
ಉತ್ತೀರ್ಣರಾಗಿ,,,ಿ,yes
ಅಮಲ್ದಾರರಾಗಿ,,,ಿ,yes
ನೇಮಕಹೊಂದಿದ್ದ,,,ದ,yes
ಮಹಾರಾಜರ,,,ರ,yes
ಕಾಲದಲ್ಲಿ,,,ಿ,yes
ಅನೇಕ,,,ಕ,yes
ಹುದ್ದೆಗಳಲ್ಲಿ,,,ಿ,yes
ಕೆಲಸಮಾಡಿ,,,ಿ,yes
ಕೈಗಾರಿಕೆ,,,ೆ,yes
ವಾಣಿಜ್ಯ,,,ಯ,yes
ಇಲಾಖೆಯ,,,ಯ,yes
ಮುಖ್ಯಸ್ಥರಾಗಿ,,,ಿ,yes
ನಿವೃತ್ತರಾದರು,,,ು,yes
ಮಾತಿನಲ್ಲಿ,,,ಿ,yes
ಅಪ್ರತಿಮ,,,ಮ,yes
ಚತುರರೆನಿಸಿದ್ದರು,,,ು,yes
ಪ್ರಜಾಪ್ರತಿನಿಧಿ,,,ಿ,yes
ಸಭೆಯಲ್ಲಿ,,,ಿ,yes
ಲೆಜೆಸ್ಲೆಟಿವ್,,,್,yes
ಕೌನ್ಸಿಲ್,,,್,yes
ಸ್ವಾರಸ್ಯವಾಗಿ,,,ಿ,yes
ಭಾಷಣ,,,ಣ,yes
ಮಾಡಿದ,,,ದ,yes
ಕೀರ್ತಿ,,,ಿ,yes
ಅವರದು,,,ು,yes
ಲಂಡನ್ನಿನಲ್ಲಿ,,,ಿ,yes
ನಡೆದ,,,ದ,yes
ದುಂಡು,,,ು,yes
ಮೇಜಿನ,,,ನ,yes
ಪರಿಷತ್ತಿನಲ್ಲಿ,,,ಿ,yes
ದಿವಾನರಾಗಿದ್ದ,,,ದ,yes
ಸರ್,,,್,yes
ಮಿರ್ಜಾ,,,ಾ,yes
ಇಸ್ಮಾಯಿಲ್,,,್,yes
ತಜ್ಞ,,,ಞ,yes
ಸಲಹೆಗಾರರಾಗಿ,,,ಿ,yes
ಪಾಲ್ಗೊಂಡಿದ್ದರು,,,ು,yes
ಸೇವಾವಧಿಯಲ್ಲಿ,,,ಿ,yes
ತಮ್ಮದೇ,,,ೇ,yes
ನೇತೃತ್ವದಲ್ಲಿ,,,ಿ,yes
ಅಭಿತವ್ಯಕ್ಕೂ,,,ೂ,yes
ಜನಗಳ,,,ಳ,yes
ಉದ್ಯೋಗಾಭಿವೃದ್ಧಿಗೂ,,,ೂ,yes
ಹೇತುವಾದ,,,ದ,yes
ರೇಷ್ಮೆ,,,ೆ,yes
ಇಲಾಖೆಯನ್ನು,,,ು,yes
ಸಂಸ್ಥಾಪಿಸಿ,,,ಿ,yes
ಉದ್ಯಮದಲ್ಲಿ,,,ಿ,yes
ಕರ್ನಾಟಕಕ್ಕೆ,,,ೆ,yes
ಅಗ್ರಸ್ಥಾನ,,,ನ,yes
ದೊರಕಿಸಿ,,,ಿ,yes
ಕೈಗಾರಿಕೆಯ,,,ಯ,yes
ಪಿತಾಮಹರೆಂದು,,,ು,yes
ಖ್ಯಾತಿ,,,ಿ,yes
ಗಳಿಸಿದರು,,,ು,yes
ನಿವೃತ್ತಿಯ,,,ಯ,yes
ಕೇಂದ್ರ,,,ರ,yes
ಸರ್ಕಾರ,,,ರ,yes
ಸ್ಥಾಪಿಸಿದ,,,ದ,yes
ಕೇಂದ್ರೀಯ,,,ಯ,yes
ಮಂಡಳಿಯ,,,ಯ,yes
ಉಪಾಧ್ಯಕ್ಷರಾಗಿ,,,ಿ,yes
ಕಾಲ,,,ಲ,yes
ಸಲ್ಲಿಸಿದರು,,,ು,yes
ನೆನಪುಗಳು,,,ು,yes
ಸಾಹಿತ್ಯ,,,ಯ,yes
ಮತ್ತಿತರ,,,ರ,yes
ಲಲಿತಕಲೆಗಳಲ್ಲಿ,,,ಿ,yes
ಅಪಾರ,,,ರ,yes
ಆಸಕ್ತಿಯಿದ್ದ,,,ದ,yes
ಮಾಸ್ತಿಯವರ,,,ರ,yes
ಸ್ನೇಹದ,,,ದ,yes
ಒತ್ತಡದಿಂದ,,,ದ,yes
ಅಮಲ್ದಾರ,,,ರ,yes
ನೆನಪುಗಳನ್ನು,,,ು,yes
ಪತ್ರಿಕೆಯಲ್ಲಿ,,,ಿ,yes
ಬರೆದರು,,,ು,yes
ಹೆಸರಿನಿಂದ,,,ದ,yes
ಕಾರ್ಯಾಲಯ,,,ಯ,yes
ದಿಂದ,,,ದ,yes
ಪುಸ್ತಕರೂಪದಲ್ಲಿ,,,ಿ,yes
ಪ್ರಕಟಗೊಂಡ,,,ಡ,yes
ಕೃತಿ,,,ಿ,yes
ಕನ್ನಡದ,,,ದ,yes
ಕ್ಲಾಸಿಕ್,,,್,yes
ಪರಿಗಣಿತವಾಗಿದೆ,,,ೆ,yes
ವಿಶ್ವ,,,ವ,yes
ಸಮ್ಮೇಳನದಲ್ಲಿ,,,ಿ,yes
ವಿಶಿಷ್ಟ,,,ಟ,yes
ಪುಸ್ತಕಗಳಲ್ಲಿ,,,ಿ,yes
ಸಹಾ,,,ಾ,yes
ಚೆನ್ನಬಸವನಾಯಕ,,,ಕ,yes
ಕಾದಂಬರಿ,,,ಿ,yes
ಹಲವು,,,ು,yes
ಸಣ್ಣಕಥೆಗಳನ್ನು,,,ು,yes
ಗೆ,,,ೆ,yes
ಅನುವಾದ,,,ದ,yes
ರಾಮಾಯಣ,,,ಣ,yes
ಮಹಾಭಾರತಗಳನ್ನು,,,ು,yes
ಭಾಷಾಂತರಿಸಿದ,,,ದ,yes
ಸಂದರ್ಭದಲ್ಲೂ,,,ೂ,yes
ಸಕ್ರಿಯವಾದ,,,ದ,yes
ಪಾತ್ರ,,,ರ,yes
ನಿರ್ವಹಿಸಿದ್ದರು,,,ು,yes
ಆಗಾಗ್ಗೆ,,,ೆ,yes
ಆಕಾಶವಾಣಿಯಲ್ಲಿ,,,ಿ,yes
ಪ್ರಸಂಗ,,,ಗ,yes
ಭಾಷಣಗಳ,,,ಳ,yes
ವಿಚಾರ,,,ರ,yes
ವಿನಿಮಯ,,,ಯ,yes
ಮಾಡಿಕೊಳ್ಳುತ್ತಿದ್ದರು,,,ು,yes
ಅವುಗಳಲ್ಲಿ,,,ಿ,yes
ಜನಪ್ರಿಯವಾಗಿದ್ದ,,,ದ,yes
ವಿಷಯಗಳಲ್ಲಿ,,,ಿ,yes
ಕೆಲವಾದ,,,ದ,yes
ದೇಶಭಕ್ತಿ,,,ಿ,yes
ಕಾವ್ಯಸೃಷ್ಟಿಗೆ,,,ೆ,yes
ಸ್ಫೂರ್ತಿ,,,ಿ,yes
ಮೂಲ,,,ಲ,yes
ಸುಧಾರಣೆ,,,ೆ,yes
ಸಂಪ್ರದಾಯ,,,ಯ,yes
ಮಾರ್ಗ,,,ಗ,yes
ಅಧಿಕಾರಿ,,,ಿ,yes
ಅಂದು,,,ು,yes
ಸ್ಥಳದ,,,ದ,yes
ಧಣಿ,,,ಿ,yes
ಇಂದು,,,ು,yes
ಪುಢಾರಿಗಳ,,,ಳ,yes
ಋಣಿ,,,ಿ,yes
ಇವುಗಳು,,,ು,yes
ಪ್ರಜಾವಾಣಿ,,,ಿ,yes
ಯಲ್ಲಿಯೂ,,,ೂ,yes
ಪ್ರಕಟಗೊಂಡಿದ್ದು,,,ು,yes
ವಿ,,,ಿ,yes
ಜಿ,,,ಿ,yes
ಮಾಸ್ತಿಯವರು,,,ು,yes
ನಡೆಸುತ್ತಿದ್ದ,,,ದ,yes
ಗೋಷ್ಠಿಗಳಲ್ಲಿ,,,ಿ,yes
ಉತ್ಸಾಹದಿಂದ,,,ದ,yes
ಚರ್ಚೆಗೊಳ್ಳುತ್ತಿದ್ದ,,,ದ,yes
ಪ್ರಮುಖ,,,ಖ,yes
ವಿಷಯಗಳಾಗುತ್ತಿದ್ದವು,,,ು,yes
ರಾಜಸೇವಾಸಕ್ತ,,,ತ,yes
ಬಿರುದು,,,ು,yes
ದಕ್ಷ,,,ಷ,yes
ಕನ್ನಡಕ್ಕಾಗಿ,,,ಿ,yes
ಕೊಡುಗೆಯನ್ನು,,,ು,yes
ಗುರುತಿಸಿದ,,,ದ,yes
ಮಹಾರಾಜರು,,,ು,yes
ಇವರಿಗೆ,,,ೆ,yes
ನೀಡಿ,,,ಿ,yes
ಗೌರವಿಸಿದ್ದರು,,,ು,yes
ಪುತ್ರ,,,ರ,yes
ನವರತ್ನರಾಮ್,,,್,yes
ಸುಪ್ರಸಿದ್ದ,,,ದ,yes
ಬರಹಗಾರರಾದ,,,ದ,yes
ಪತ್ನಿ,,,ಿ,yes
ಉಷಾ,,,ಾ,yes
ಅವರೂ,,,ೂ,yes
ಪ್ರಸಿದ್ಧ,,,ಧ,yes
ಬರಹಗಾರ್ತಿ,,,ಿ,yes
ಇಳಿ,,,ಿ,yes
ವಯಸ್ಸಿನಲ್ಲೂ,,,ೂ,yes
ಕ್ರಿಯಾಶೀಲ,,,ಲ,yes
ನಿವೃತ್ತಾಪರ,,,ರ,yes
ಚಟುವಟಿಕೆ,,,ೆ,yes
ಇಲ್ಲದ,,,ದ,yes
ನೀರಸವಾದ,,,ದ,yes
ಬಾಳೆಂದು,,,ು,yes
ಭಾವಿಸಿದವರಲ್ಲ,,,ಲ,yes
ಎನ್ನುತಾರೆ,,,ೆ,yes
ಮತ್ತೊಬ್ಬ,,,ಬ,yes
ಲಕ್ಷ್ಮಣರು,,,ು,yes
ಚೇರ್ಮನ್ನರಾಗಿ,,,ಿ,yes
ಸಂಸ್ಥೆಯ,,,ಯ,yes
ನಿರ್ದೇಶಕರಾಗಿ,,,ಿ,yes
ಆಚಾರ್ಯ,,,ಯ,yes
ಪಾಠಶಾಲೆ,,,ೆ,yes
ಬಸವನಗುಡಿ,,,ಿ,yes
ಕ್ಲಬ್,,,್,yes
ದಿ,,,ಿ,yes
ನ್ಯಾಷನಲ್,,,್,yes
ಕ್ರಿಕೆಟರ್ಸ್,,,್,yes
ಮುಂತಾದವುಗಳ,,,ಳ,yes
ಸಂಸ್ಥೆಗಳ,,,ಳ,yes
ಪ್ರಗತಿಗೆ,,,ೆ,yes
ನಿರಂತರವಾಗಿ,,,ಿ,yes
ಶ್ರಮಿಸಿದರು,,,ು,yes
ಸಂಗೀತಾಸಕ್ತಿ,,,ಿ,yes
ಪ್ರೇಮದ,,,ದ,yes
ಜೊತೆಗೆ,,,ೆ,yes
ಕರ್ನಾಟಕ,,,ಕ,yes
ಶಾಸ್ತ್ರೀಯ,,,ಯ,yes
ಸಂಗೀತದಲ್ಲೂ,,,ೂ,yes
ಅಪರಿಮಿತ,,,ತ,yes
ಅಭಿರುಚಿ,,,ಿ,yes
ಜ್ಞಾನವಿದ್ದು,,,ು,yes
ಪಿಟೀಲು,,,ು,yes
ವಾದನವನ್ನೂ,,,ೂ,yes
ತಕ್ಕಮಟ್ಟಿಗೆ,,,ೆ,yes
ಅಭ್ಯಸಿಸಿದ್ದರು,,,ು,yes
ಇದರಿಂದಾಗಿ,,,ಿ,yes
ಅವರಿಗೆ,,,ೆ,yes
ಖ್ಯಾತ,,,ತ,yes
ವಿದ್ವಾಂಸರುಗಳಾಗಿದ್ದ,,,ದ,yes
ಶ್ರೀಮತಿ,,,ಿ,yes
ಎಂ,,,ಂ,yes
ಸುಬ್ಬುಲಕ್ಷ್ಮೀ,,,ೀ,yes
ಚೌಡಯ್ಯ,,,ಯ,yes
ವೀಣೆ,,,ೆ,yes
ಶೇಷಣ್ಣ,,,ಣ,yes
ವಾಸುದೇವಾಚಾರ್ಯರು,,,ು,yes
ಮೊದಲಾದ,,,ದ,yes
ಮಹೋದಯರ,,,ರ,yes
ನಿಕಟಸ್ನೇಹ,,,ಹ,yes
ಸಂಪರ್ಕವಿತ್ತು,,,ು,yes
ಕೊನೆಯ,,,ಯ,yes
ಅನಾರೋಗ್ಯದಿಂದ,,,ದ,yes
ಬಳಲುತ್ತಿದ್ದಾಗ,,,ಗ,yes
ಮಹಾನ್,,,್,yes
ಗಾಯಕಿ,,,ಿ,yes
ಸುಬ್ಬುಲಕ್ಷ್ಮಿಯವರು,,,ು,yes
ಮನೆಯಲ್ಲೇ,,,ೇ,yes
ರಾಮರಾಯರಿಗಾಗಿ,,,ಿ,yes
ವಿಶೇಷ,,,ಷ,yes
ಕಚೇರಿಯನ್ನು,,,ು,yes
ಭಾವನಾತ್ಮಕವಾಗಿ,,,ಿ,yes
ನಡೆಸಿಕೊಟ್ಟಿದ್ದರು,,,ು,yes
ವಿದಾಯ,,,ಯ,yes
ಲೋಕವನ್ನಗಲಿದರು,,,ು,yes
ಚೇತನಕ್ಕೆ,,,ೆ,yes
ಗೌರವಪೂರ್ವಕ,,,ಕ,yes
ನಮನ,,,ನ,yes
ಮಾಹಿತಿ,,,ಿ,yes
ಕೃಪೆ,,,ೆ,yes
ಕೃತಿಯಲ್ಲಿ,,,ಿ,yes
ಲಕ್ಷ್ಮಣ್,,,್,yes
ಬರಹ,,,ಹ,yes
ಕಣಜ,,,ಜ,yes
ದಲ್ಲಿನ,,,ನ,yes
ಪ್ರಭದಲ್ಲಿ,,,ಿ,yes
ದೃಷ್ಟಿ,,,ಿ,yes
ಪ್ರೊ,,,ೊ,yes
ಸುಂದರರಾಜ್,,,್,yes
ಲೇಖನ,,,ನ,yes
ಬೀದರ್,,,್,yes
ಬೀದರ,,,ರ,yes
ಉರ್ದು,,,ು,yes
ಡೆಕ್ಕನ್,,,್,yes
ಪ್ರಸ್ಥಭೂಮಿಯಲ್ಲಿರುವ,,,ವ,yes
ಬೆಟ್ಟದ,,,ದ,yes
ತುದಿಯಲ್ಲಿರುವ,,,ವ,yes
ನಗರ,,,ರ,yes
ರಾಜ್ಯದ,,,ದ,yes
ಪೂರ್ವಭಾಗದಲ್ಲಿದೆ,,,ೆ,yes
ಜಿಲ್ಲಾಕೇಂದ್ರ,,,ರ,yes
ಜಿಲ್ಲೆ,,,ೆ,yes
ಮಹಾರಾಷ್ಟ್ರ,,,ರ,yes
ತೆಲಂಗಾಣದೊಂದಿಗೆ,,,ೆ,yes
ತನ್ನ,,,ನ,yes
ಗಡಿಯನ್ನು,,,ು,yes
ಹಂಚಿಕೊಂಡಿದೆ,,,ೆ,yes
ವೇಗವಾಗಿ,,,ಿ,yes
ಬೆಳೆಯುತ್ತಿರುವ,,,ವ,yes
ನಗರಗಳಲ್ಲಿ,,,ಿ,yes
ಒಂದಾಗಿದೆ,,,ೆ,yes
ಮಹಾನಗರ,,,ರ,yes
ವಲಯಕ್ಕೆ,,,ೆ,yes
ಸೇರುತ್ತದೆ,,,ೆ,yes
ನಗರವು,,,ು,yes
ವಾಸ್ತುಶಿಲ್ಪ,,,ಪ,yes
ಐತಿಹಾಸಿಕ,,,ಕ,yes
ಧಾರ್ಮಿಕ,,,ಕ,yes
ಸ್ಥಳಗಳಿಗೆ,,,ೆ,yes
ಹೆಸರುವಾಸಿಯಾಗಿದೆ,,,ೆ,yes
ಉಗಮ,,,ಮ,yes
ಬಿದಿರುನಿಂದ,,,ದ,yes
ಬಂದಿದೆ,,,ೆ,yes
ನಂಬಲಾಗಿದೆ,,,ೆ,yes
ಇದ್ದ,,,ದ,yes
ಬಿದಿರಿನ,,,ನ,yes
ಗೊಂಚಲುಗಳಿಗೆ,,,ೆ,yes
ಪ್ರಖ್ಯಾತವಾಗಿತ್ತು,,,ು,yes
ಆದ್ದರಿಂದ,,,ದ,yes
ಇದನ್ನು,,,ು,yes
ಬಿದಿರೂರು,,,ು,yes
ಕರೆಯಲಾಗುತಿತ್ತು,,,ು,yes
ಆಮೇಲೆ,,,ೆ,yes
ಬಿದರೆ,,,ೆ,yes
ಬದಲಾಗಿದೆ,,,ೆ,yes
ಬಿದಿರು,,,ು,yes
ಅಥಾವ,,,ವ,yes
ಉತ್ಪನ್ನಗಳು,,,ು,yes
ನಗರದಲ್ಲಾಗಲಿ,,,ಿ,yes
ಅದರ,,,ರ,yes
ಸುತ್ತಲಿನ,,,ನ,yes
ಪರಿಸರದಲ್ಲಾಗಲಿ,,,ಿ,yes
ದಂತಕಥೆಗಳ,,,ಳ,yes
ಪ್ರಕಾರ,,,ರ,yes
ಸಾಮ್ರಾಜ್ಯ,,,ಯ,yes
ವಿದರ್ಭ,,,ಭ,yes
ಜೊತೆ,,,ೆ,yes
ಸಂಭಂದವಿದೆ,,,ೆ,yes
ಹೇಳುತ್ತಾರೆ,,,ೆ,yes
ಹಿಂದು,,,ು,yes
ಗ್ರಂಥಗಳಾದ,,,ದ,yes
ಮಾಳವಿಕಾಗ್ನಿಮಿತ್ರ,,,ರ,yes
ಮಹಾಭಾರತ,,,ತ,yes
ಹರಿವಂಶ,,,ಶ,yes
ಭಾಗವತ,,,ತ,yes
ಇತರೆ,,,ೆ,yes
ಪುರಾಣಗಳಲ್ಲಿ,,,ಿ,yes
ಉಲ್ಲೇಖಿಸಲಾಗಿದೆ,,,ೆ,yes
ನಗರಗಳ,,,ಳ,yes
ಸಂಬಂಧವನ್ನು,,,ು,yes
ಹೆಸರಿನಲ್ಲಿ,,,ಿ,yes
ಇರುವ,,,ವ,yes
ಹೋಲಿಕೆಗಳಿಂದ,,,ದ,yes
ಸ್ಪಷ್ಟವಾಗಿ,,,ಿ,yes
ಕಾಣಬಹುದು,,,ು,yes
ಫರಿಶ್ತಾ,,,ಾ,yes
ಬರಹದಲ್ಲಿ,,,ಿ,yes
ಪ್ರಸ್ತಾಪಿಸಲಾಗಿದೆ,,,ೆ,yes
ಸಾಂಪ್ರದಾಯಿಕ,,,ಕ,yes
ಕಥೆಗಳು,,,ು,yes
ವಿದುರ,,,ರ,yes
ವಾಸವಾಗಿದ್ದನೆಂದು,,,ು,yes
ಹೇಳುತ್ತದೆ,,,ೆ,yes
ಅದ್ದರಿಂದ,,,ದ,yes
ವಿದುರನಗರ,,,ರ,yes
ಕರೆಯಲಾಗುತ್ತಿತ್ತು,,,ು,yes
ನಳ,,,ಳ,yes
ದಮಯಂತಿ,,,ಿ,yes
ರಾಜ,,,ಜ,yes
ಭೀಮನ,,,ನ,yes
ಮಗಳು,,,ು,yes
ವಿದರ್ಭದ,,,ದ,yes
ಭೇಟಿಯಾಗುವ,,,ವ,yes
ಸ್ಥಳವೂ,,,ೂ,yes
ಆಗಿತ್ತು,,,ು,yes
ಇತಿವೃತ್ತ,,,ತ,yes
ಜಿಲ್ಲಾ,,,ಾ,yes
ಕೇಂದ್ರವಾಗಿದೆ,,,ೆ,yes
ಭಾಲ್ಕಿ,,,ಿ,yes
ಹುಮನಾಬಾದ್,,,್,yes
ಬಸವಕಲ್ಯಾಣ,,,ಣ,yes
ಔರಾದ,,,ದ,yes
ತಾಲೂಕುಗಳ,,,ಳ,yes
ಹಳ್ಳಿಗಳು,,,ು,yes
ಜಿಲ್ಲೆಯಲ್ಲಿವೆ,,,ೆ,yes
ಜಿಲ್ಲೆಯು,,,ು,yes
ಸಾಂಸ್ಕೃತಿಕವಾಗಿ,,,ಿ,yes
ಜಿಲ್ಲೆಗಳಲ್ಲೊಂದು,,,ು,yes
ಬಿಜಾಪುರದ,,,ದ,yes
ಬಹಮನಿ,,,ಿ,yes
ಸುಲ್ತಾನರ,,,ರ,yes
ಆಳ್ವಿಕೆಯಲ್ಲಿತ್ತು,,,ು,yes
ಆಳ್ವಿಕೆಯಲ್ಲಿ,,,ಿ,yes
ಬಿಜಾಪುರ,,,ರ,yes
ಗೋಲ್ಕೊಂಡ,,,ಡ,yes
ಗುಲ್ಬರ್ಗಾ,,,ಾ,yes
ಬಿರಾರ್,,,್,yes
ಸಂಸ್ಥಾನಗಳೂ,,,ೂ,yes
ಸೇರಿದ್ದವು,,,ು,yes
ಗಮನಿಸಬಹುದು,,,ು,yes
ಬಸವಕಲ್ಯಾಣದಿಂದ,,,ದ,yes
ಉಗಮಿಸಿದ,,,ದ,yes
ಶರಣರ,,,ರ,yes
ಸಾಂಸ್ಕೃತಿಕ,,,ಕ,yes
ಕ್ರಾಂತಿಯನ್ನೂ,,,ೂ,yes
ಕಂಡಿದೆ,,,ೆ,yes
ಬಸವಕಲ್ಯಾಣದಲ್ಲಿ,,,ಿ,yes
ಜನಿಸಿದ,,,ದ,yes
ಶೈವ,,,ವ,yes
ಸಂಸ್ಕೃತಿಯು,,,ು,yes
ವಿಶ್ವಾದ್ಯಂತ,,,ತ,yes
ಪಸರಿಸಿ,,,ಿ,yes
ರಾಜ್ಯಕ್ಕೆ,,,ೆ,yes
ಈಗಿರುವ,,,ವ,yes
ಮಹತ್ವವನ್ನು,,,ು,yes
ತಂದಿದೆ,,,ೆ,yes
ನಗರದಲ್ಲಿರುವ,,,ವ,yes
ವಾಯುಪಡೆ,,,ೆ,yes
ತರಬೇತಿ,,,ಿ,yes
ಕೇಂದ್ರವು,,,ು,yes
ಆಗಸದಲ್ಲಿ,,,ಿ,yes
ತ್ರಿವರ್ಣ,,,ಣ,yes
ಚಿಮ್ಮುತ್ತಾ,,,ಾ,yes
ಕಸರತ್ತು,,,ು,yes
ಪ್ರದರ್ಶಿಸುವ,,,ವ,yes
ಸೂರ್ಯಕಿರಣ,,,ಣ,yes
ವೈಮಾನಿಕ,,,ಕ,yes
ತಂಡದಿಂದ,,,ದ,yes
ಪ್ರಸಿದ್ಧವಾಗಿದೆ,,,ೆ,yes
ಬ್ರಿಟನ್ನಿನ,,,ನ,yes
ಹಾಕ್,,,್,yes
ವಿಮಾನಗಳ,,,ಳ,yes
ನಡೆದಿದೆ,,,ೆ,yes
