word,meaning,word_type,last_sound,can_combine
ಸಾಹಿತ್ಯಲೋಕದಲ್ಲಿ,,,ಿ,yes
ಎಂದೇ,,,ೇ,yes
ಜಾನಪದ,,,ದ,yes
ಸಂಗ್ರಹಣೆ,,,ೆ,yes
ಸಂಪಾದನೆಯಲ್ಲಿ,,,ಿ,yes
ರಾಜೇಗೌಡರದು,,,ು,yes
ಹಾ,,,ಾ,yes
ಮಾ,,,ಾ,yes
ಶಂ,,,ಂ,yes
ಪರಮಶಿವಯ್ಯನವರ,,,ರ,yes
ಸಹವರ್ತಿಯಾಗಿ,,,ಿ,yes
ಅಧ್ಯಯನಕ್ಕೆ,,,ೆ,yes
ದುಡಿದ,,,ದ,yes
ಸಂಶೋಧನೆಯ,,,ಯ,yes
ಮಹತ್ವನ್ನು,,,ು,yes
ಪ್ರಾಯೋಗಿಕವಾಗಿ,,,ಿ,yes
ಸಾಧಿಸಿ,,,ಿ,yes
ತೋರಿಸಿದ,,,ದ,yes
ಆದ್ಯರಲ್ಲಿ,,,ಿ,yes
ನಾಗಮಂಗಲ,,,ಲ,yes
ತಾಲೂಕಿನ,,,ನ,yes
ಹನುಮನಹಳ್ಳಿಯ,,,ಯ,yes
ಕುಟುಂಬದಲ್ಲಿ,,,ಿ,yes
ಪಡೆದ,,,ದ,yes
ಆಸಕ್ತಿ,,,ಿ,yes
ಅಧ್ಯಯನದೆಡೆ,,,ೆ,yes
ಹೊರಳಿತು,,,ು,yes
ಕನಕಪುರ,,,ರ,yes
ಕಾಲೇಜುಗಳಲ್ಲಿ,,,ಿ,yes
ರಾಜೇಗೌಡರು,,,ು,yes
ಕುವೆಂಪು,,,ು,yes
ವಿಭಾಗ,,,ಗ,yes
ಸೇರಿದರು,,,ು,yes
ಫಲವಾಗಿ,,,ಿ,yes
ಸಾಕಷ್ಟು,,,ು,yes
ಮೌಲಿಕ,,,ಕ,yes
ಕೃತಿಗಳು,,,ು,yes
ಹೊರಬಂದವು,,,ು,yes
ಮಾತನಾಡಬಲ್ಲ,,,ಲ,yes
ಭಾಷೆಗಳ,,,ಳ,yes
ಕಥೆಗಳನ್ನು,,,ು,yes
ಅನುವಾದಿಸಿ,,,ಿ,yes
ಪ್ರಕಟಿಸಿದ್ದಾರೆ,,,ೆ,yes
ಯಕ್ಷಗಾನ,,,ನ,yes
ಅಕಾಡೆಮಿಯ,,,ಯ,yes
ಸದಸ್ಯರಾಗಿ,,,ಿ,yes
ಸಂಶೋಧಕರ,,,ರ,yes
ಛಾಪು,,,ು,yes
ಮೂಡಿಸಿದ್ದಾರೆ,,,ೆ,yes
ಮರಣ,,,ಣ,yes
ಗುರುವಾರದಂದು,,,ು,yes
ಮೈಸೂರಿನಲ್ಲಿ,,,ಿ,yes
ವಯಸ್ಸಾಗಿತ್ತು,,,ು,yes
ಸಂಪಾದಿಸಿ,,,ಿ,yes
ಪ್ರಕಟಿಸಿರುವ,,,ವ,yes
ಅಸಂಖ್ಯಾತ,,,ತ,yes
ಲೇಖನಗಳು,,,ು,yes
ಕೆಲವನ್ನು,,,ು,yes
ಪಟ್ಟಿ,,,ಿ,yes
ಮಾಡಲಾಗಿದೆ,,,ೆ,yes
ಕಥಾಸಂಕಲನಗಳು,,,ು,yes
ಜಗತ್ತಿನ,,,ನ,yes
ಜನಪದ,,,ದ,yes
ಹುಯ್ಯುತ್ತಿದೆ,,,ೆ,yes
ವಿಮರ್ಶಾಕೃತಿಗಳು,,,ು,yes
ವಿವೇಚನೆ,,,ೆ,yes
ಸಂಪಾದನೆ,,,ೆ,yes
ಲೋಕ,,,ಕ,yes
ಸಂಪುಟ,,,ಟ,yes
ಕರಿಭಂಟನ,,,ನ,yes
ಕಾಳಗ,,,ಗ,yes
ಕೊಡಗದ,,,ದ,yes
ಮಾರಯ್ಯನ,,,ನ,yes
ಕಲ್ಯಾಣಕೀರ್ತಿಯ,,,ಯ,yes
ಪರೋಪಕಾರಿ,,,ಿ,yes
ಗುಜ್ಜೇಗೌಡ,,,ಡ,yes
ಅಭಿನಂದನಾ,,,ಾ,yes
ಗ್ರಂಥ,,,ಥ,yes
ಸಾಹಸಯಾತ್ರಿ,,,ಿ,yes
ಪಿ,,,ಿ,yes
ಜವರಪ್ಪ,,,ಪ,yes
ಗೌಡ,,,ಡ,yes
ಸಾವನ,,,ನ,yes
ದುರ್ಗ,,,ಗ,yes
ಚುಂಚನಗಿರಿ,,,ಿ,yes
ಸಮಾರಂಭ,,,ಭ,yes
ದಲ್ಲಿ,,,ಿ,yes
ರಾಜಪಥ,,,ಥ,yes
ಸಮರ್ಪಣೆ,,,ೆ,yes
ಮಹಾಸಂಸ್ಥಾನ,,,ನ,yes
ಚುಂಚಶ್ರೀ,,,ೀ,yes
ಆದಿಚುಂಚನಗಿರಿಯಲ್ಲಿ,,,ಿ,yes
ನೇ,,,ೇ,yes
ಮಂಡ್ಯ,,,ಯ,yes
ಸಮ್ಮೇಳನದ,,,ದ,yes
ಸರ್ವಾಧ್ಯಕ್ಷ,,,ಷ,yes
ಅಕಾಡೆಮಿಯಿಂದ,,,ದ,yes
ಗದ್ದಗಿಮಠ,,,ಠ,yes
ಹೊರಗಿನ,,,ನ,yes
ಸುಸನ್ನಾ,,,ಾ,yes
ಹ್ಯಾರಿಸನ್,,,್,yes
ಕಾರ್ಮಿಕ,,,ಕ,yes
ವರ್ಗದ,,,ದ,yes
ಕವಿಯತ್ರಿ,,,ಿ,yes
ಕವಿಯತ್ರಿಯು,,,ು,yes
ಅಗಿದ್ದರು,,,ು,yes
ಪದ್ಯಗಳು,,,ು,yes
ಸಮಾಜದ,,,ದ,yes
ಒಳಿತಿಗಾಗಿ,,,ಿ,yes
ಶ್ರೇಯಸ್ಸಿಗಾಗಿ,,,ಿ,yes
ಉಪಯೋಗಕರವಾಗಿತ್ತು,,,ು,yes
ಆಗಿನ,,,ನ,yes
ಜನರ,,,ರ,yes
ವ್ಯಕ್ತಿತ್ವವನ್ನು,,,ು,yes
ಹೆಚ್ಚಿಸುವುದಕ್ಕಾಗಿ,,,ಿ,yes
ಸಹಕಾರವಾಯಿತು,,,ು,yes
ಸಾಂಗ್ಸ್,,,್,yes
ನೈಟ್,,,್,yes
ಕವನ,,,ನ,yes
ಪ್ರಚಲಿತಗೊಂಡಿತು,,,ು,yes
ಇಪ್ಸ್ವಿಚ್,,,್,yes
ಜನಿಸಿದ್ದರು,,,ು,yes
ವೈಯುಕ್ತಿಕ,,,ಕ,yes
ಸಂಗ್ರಹವಾಗ್ಗಿದ,,,ದ,yes
ಕಾವ್ಯ,,,ಯ,yes
ಬ್ರಿಟನ್,,,್,yes
ಇಪ್ಪತ್ತೊಂದು,,,ು,yes
ಆವೃತ್ತಿಗಳಲ್ಲಿ,,,ಿ,yes
ಕಂಡಿತು,,,ು,yes
ಅದನ್ನು,,,ು,yes
ಹದಿನೆಂಟನೇ,,,ೇ,yes
ಶತಮಾನದ,,,ದ,yes
ಕವಿ,,,ಿ,yes
ಬರೆದ,,,ದ,yes
ಮಾರಟದ,,,ದ,yes
ಸಂಗ್ರಹಗಳಲ್ಲಿ,,,ಿ,yes
ಒಂದಾಗಿತ್ತು,,,ು,yes
ದೇಶೀಯ,,,ಯ,yes
ಸೇವಕಿಯಾಗಿದ್ದರು,,,ು,yes
ಆರ್ತಿಕ,,,ಕ,yes
ಪರಿಸ್ತಿತಿ,,,ಿ,yes
ಇಲ್ಲದ್ದಿದ,,,ದ,yes
ಕರಣದಿಂದಾಗಿ,,,ಿ,yes
ಸೇವಕಿಯಾಗಿ,,,ಿ,yes
ಓದು,,,ು,yes
ಬರಹವನ್ನು,,,ು,yes
ತವಾಗಿಯೆ,,,ೆ,yes
ಕಲೆತರು,,,ು,yes
ಇಪ್ಪತ್ತು,,,ು,yes
ಕಾಯಿಲೆಯಿಂದ,,,ದ,yes
ನರಳಿ,,,ಿ,yes
ಬದುಕಲು,,,ು,yes
ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲವೆಂದು,,,ು,yes
ತಿಳಿದರು,,,ು,yes
ಕಾವ್ಯವನ್ನು,,,ು,yes
ಕಾನ್ಗ್ರೀಗೇಶನಲಿಸ್ಟ್,,,್,yes
ಸಚಿವ,,,ವ,yes
ಜಾನ್,,,್,yes
ಕಾಂಡೋರ್ಗೆಗೆ,,,ೆ,yes
ನೀಡಿದ್ದರು,,,ು,yes
ಸಹಯದಿಂದಾಗಿ,,,ಿ,yes
ಪದ್ಯಗಳನ್ನು,,,ು,yes
ಪ್ರಕಟಿಸಿದ,,,ದ,yes
ಪ್ರೇಮಿಗಳ,,,ಳ,yes
ಮನಸ್ಸು,,,ು,yes
ಕದಲಿಸಿತು,,,ು,yes
ಇದರಲ್ಲಿ,,,ಿ,yes
ಶ್ಲೋಕಗಳು,,,ು,yes
ಹತ್ತು,,,ು,yes
ಆವೃತ್ತಿಯ,,,ಯ,yes
ಹಾದುಹೋಯಿತು,,,ು,yes
ಅವಳು,,,ು,yes
ಬಿಗ್ನ್,,,್,yes
ವರ್ಲ್ಡ್ಲೀ,,,ೀ,yes
ಕೇರ್ಸ್,,,್,yes
ಅವೇ,,,ೇ,yes
ದೇವರನ್ನು,,,ು,yes
ಪ್ರೀತಿಸುವ,,,ವ,yes
ಸಂತೋಷದ,,,ದ,yes
ಆತ್ಮಗಳು,,,ು,yes
ಕಾವ್ಯಗಳನ್ನು,,,ು,yes
ರಚಿಸಿದರೆ,,,ೆ,yes
ವಿಷಯಗಳನ್ನೆಲ್ಲ,,,ಲ,yes
ಸಂಗ್ರಹಿಸಿದವರು,,,ು,yes
ಜೂಲಿಯನ್,,,್,yes
ಡಿಕ್ಷನರಿ,,,ಿ,yes
ಹೈಮ್ನಾಲಜಿ,,,ಿ,yes
ಪುಸ್ತಕದಲ್ಲಿ,,,ಿ,yes
ಬರೆಯಲಾಗಿತ್ತು,,,ು,yes
ಕ್ಷಯರೋಗದಿಂದಾಗಿ,,,ಿ,yes
ಅನಾರೋಗ್ಯಕ್ಕೆ,,,ೆ,yes
ಒಳಗಾದಳು,,,ು,yes
ಅನಂತರ,,,ರ,yes
ಆರೋಗ್ಯದ,,,ದ,yes
ಕಡೆ,,,ೆ,yes
ಗಮನ,,,ನ,yes
ಸಲ್ಲಿಸ,,,ಸ,yes
ಬೇಕೆಂದು,,,ು,yes
ತಿಳಿದು,,,ು,yes
ಮನೆಗೆ,,,ೆ,yes
ಮರಳಿದಳು,,,ು,yes
ಬರೆಯಲು,,,ು,yes
ತಾನೇ,,,ೇ,yes
ಕಲೆತುಕೊಂಡಳು,,,ು,yes
ಅವಳ,,,ಳ,yes
ವರ್ಷಗಳಲ್ಲಿ,,,ಿ,yes
ಕಾಲವನ್ನು,,,ು,yes
ವೃಧ,,,ಧ,yes
ಮಾಡದೆ,,,ೆ,yes
ಸ್ತೋತ್ರಗಳನ್ನು,,,ು,yes
ಕಾವ್ಯಗಳಲ್ಲಿ,,,ಿ,yes
ಒಂದಾದ,,,ದ,yes
ಓದಿದರೆ,,,ೆ,yes
ಧ್ಯಾನ,,,ನ,yes
ಮಾಡಿದಷ್ಟು,,,ು,yes
ಸಡಿಲವಾಗುತ್ತಿತ್ತು,,,ು,yes
ರೈಟರ್,,,್,yes
ರವರಿಂದ,,,ದ,yes
ತುಂಬ,,,ಬ,yes
ಸಹಯವಯಿತೆಂದರು,,,ು,yes
ವೇಳೆಗೆ,,,ೆ,yes
ಸಾವು,,,ು,yes
ಸಂಭವಿಸಿದಾಗ,,,ಗ,yes
ನಂಬಿಕೆಯ,,,ಯ,yes
ಅಭಿವ್ಯಕ್ತಿ,,,ಿ,yes
ಪ್ರಾಮಾಣಿಕತೆಯ,,,ಯ,yes
ಇಂಗ್ಲೆಂಡ್ನಲ್ಲಿ,,,ಿ,yes
ಹನ್ನೊಂದು,,,ು,yes
ಆವೃತ್ತಿಗಳು,,,ು,yes
ಅಮೆರಿಕಾದಲ್ಲಿ,,,ಿ,yes
ಹೆಚ್ಚುವರಿ,,,ಿ,yes
ಮುದ್ರಣಗೊಂಡವು,,,ು,yes
ಸಂಗ್ರಹವಾದ,,,ದ,yes
ಮುನ್ನುಡಿಯಲ್ಲಿ,,,ಿ,yes
ಹೆಣ್ಣು,,,ು,yes
ಶಿಕ್ಷಣಕ್ಕೆ,,,ೆ,yes
ಪ್ರಮುಖ್ಯತೆ,,,ೆ,yes
ನೀಡಿದಳು,,,ು,yes
ಅಸ್ಪಷ್ಟ,,,ಟ,yes
ಯುವತಿಯಳ,,,ಳ,yes
ಶಿಕ್ಷಣದ,,,ದ,yes
ಪ್ರಯೋಜನಗಳ,,,ಳ,yes
ಹತಾಶರಾಗಿ,,,ಿ,yes
ದೈಹಿಕ,,,ಕ,yes
ನೋವುಗಳ,,,ಳ,yes
ಅಡಿಯಲ್ಲಿ,,,ಿ,yes
ಮಾಡಿದಳು,,,ು,yes
ಇವರಿಂದಾಗಿ,,,ಿ,yes
ಇದ್ದೆಲ್ಲವನ್ನು,,,ು,yes
ಹದಿನಾರು,,,ು,yes
ವಯಸ್ಸಿನಲ್ಲೇ,,,ೇ,yes
ಹತ್ತೊಂಬತ್ತನೆಯ,,,ಯ,yes
ಆರಂಭದಲ್ಲಿ,,,ಿ,yes
ಗೀತೆಗಳು,,,ು,yes
ಆರಂಭಗೊಳಿಸಿ,,,ಿ,yes
ಕಾವ್ಯವನ್ನಗಿ,,,ಿ,yes
ರೂಪಿಸಿದ್ದರು,,,ು,yes
ಗಡಿನಾಡಿನ,,,ನ,yes
ಜೀವನದಲ್ಲಿ,,,ಿ,yes
ಸಾವಿನೊಂದಿಗೆ,,,ೆ,yes
ನಿರಂತರವಾದ,,,ದ,yes
ಮುಂದಾಲೋಚನೆಯ,,,ಯ,yes
ಕಾರಣದಿಂದಾಗಿ,,,ಿ,yes
ಸ್ತೋತ್ರಗಳಲ್ಲಿ,,,ಿ,yes
ಅಂತ್ಯಕ್ರಿಯೆಯ,,,ಯ,yes
ಶ್ಲೋಕಗಳ,,,ಳ,yes
ಭಾಗಗಳಲ್ಲಿ,,,ಿ,yes
ಪ್ರತಿಬಿಂಬಿತವಾಗುವಂತೆ,,,ೆ,yes
ಮಾಡಿದರು,,,ು,yes
ದರದೃಷ್ಟದಿಂದಾಗಿ,,,ಿ,yes
ಕಡ್ಲೇವಾಡ,,,ಡ,yes
ಸಿಂದಗಿ,,,ಿ,yes
ವಿಜಯಪುರದಿಂದ,,,ದ,yes
ಪೂರ್ವಕ್ಕೆ,,,ೆ,yes
ಮೀ,,,ೀ,yes
ಅಂತರದಲ್ಲಿ,,,ಿ,yes
ತಾಲೂಕಾ,,,ಾ,yes
ಸ್ಥಳ,,,ಳ,yes
ಉತ್ತರಕ್ಕೆ,,,ೆ,yes
ದೂರದಲ್ಲಿ,,,ಿ,yes
ಊರು,,,ು,yes
ದೇವಣಗಾಂವ,,,ವ,yes
ಸಮೀಪದಲ್ಲಿ,,,ಿ,yes
ಭೀಮಾ,,,ಾ,yes
ದಂಡೆಯ,,,ಯ,yes
ಮೇಲಿದೆ,,,ೆ,yes
ಕಡ್ಲೇವಾಡದಲ್ಲಿ,,,ಿ,yes
ಚಾಳುಕ್ಯ,,,ಯ,yes
ಸೋಮೇಶ್ವರ,,,ರ,yes
ದೇವಾಲಯವು,,,ು,yes
ಕಟ್ಟಡವಾಗಿದೆ,,,ೆ,yes
ಇದಕ್ಕೆ,,,ೆ,yes
ಕಾಶಿ,,,ಿ,yes
ಎಂದೂ,,,ೂ,yes
ಶಾಸನಗಳಲ್ಲಿ,,,ಿ,yes
ಸ್ಥಳೀಯವಾಗಿ,,,ಿ,yes
ಸ್ವಾಮಿಲಿಂಗ,,,ಗ,yes
ಅಥವ,,,ವ,yes
ಸೋಮನಾಥ,,,ಥ,yes
ದೇವಾಲಯವೆಂದು,,,ು,yes
ಕರೆಯಲಾಗುತ್ತಿದೆ,,,ೆ,yes
ದೇವಾಲಯದ,,,ದ,yes
ಗರ್ಭಗೃಹವು,,,ು,yes
ನಕ್ಷತ್ರ,,,ರ,yes
ಆಕಾರದ,,,ದ,yes
ತಳವಿನ್ಯಾಸ,,,ಸ,yes
ಮೇಲ್ಭಾಗದಲ್ಲಿದ್ದ,,,ದ,yes
ಕದಂಬ,,,ಬ,yes
ಶಿಖರವು,,,ು,yes
ಬಿದ್ದಿದೆ,,,ೆ,yes
ಪಾಣಿಪೀಠದ,,,ದ,yes
ಬಾಣಲಿಂಗವಿದೆ,,,ೆ,yes
ನವರಂಗದ,,,ದ,yes
ಮುಂಭಾಗದಲ್ಲಿ,,,ಿ,yes
ಕಿರು,,,ು,yes
ಅರ್ಧ,,,ಧ,yes
ಮಂಟಪವಿದ್ದು,,,ು,yes
ಇದರ,,,ರ,yes
ವಿಶಾಲವಾದ,,,ದ,yes
ಮುಖಮಂಟಪಗಳಿವೆ,,,ೆ,yes
ಅಲ್ಲಿರುವ,,,ವ,yes
ಸ್ತಂಭಗಳ,,,ಳ,yes
ಸೂರ್ಯ,,,ಯ,yes
ಕಾಳಭೈರವ,,,ವ,yes
ಶಿವ,,,ವ,yes
ವಿಷ್ಣು,,,ು,yes
ಗೋಪಾಲಕೃಷ್ಣ,,,ಣ,yes
ಬೇಡರ,,,ರ,yes
ಕಣ್ಣಪ್ಪ,,,ಪ,yes
ದೇವ,,,ವ,yes
ದೇವತೆಗಳ,,,ಳ,yes
ಸುಂದರ,,,ರ,yes
ಉಬ್ಬು,,,ು,yes
ಶಿಲ್ಪಗಳಿವೆ,,,ೆ,yes
ಇವು,,,ು,yes
ನೋಡುಗನ,,,ನ,yes
ಮನಸ್ಸನ್ನಾಕರ್ಷಿಸುತ್ತವೆ,,,ೆ,yes
ನಕ್ಷತ್ರಾಕಾರವಾಗಿರುವ,,,ವ,yes
ಮೂಲೆಗಳಲ್ಲಿ,,,ಿ,yes
ನಾಟ್ಯಭಂಗಿಯಲ್ಲಿರುವ,,,ವ,yes
ಮದನಿಕೆಯರ,,,ರ,yes
ವಿಗ್ರಹಗಳನ್ನು,,,ು,yes
ಆಕರ್ಷಕವಾಗಿ,,,ಿ,yes
ಕೆತ್ತಲಾಗಿದೆ,,,ೆ,yes
ವಿಗ್ರಹಗಳು,,,ು,yes
ಕಂಡುಬರುತ್ತವೆ,,,ೆ,yes
ತಳಪಾಯದ,,,ದ,yes
ಭಿತ್ತಿಗಳಲ್ಲಿ,,,ಿ,yes
ಅಂಕಣಗಳಿದ್ದು,,,ು,yes
ಹಂಸಗಳ,,,ಳ,yes
ಸಾಲು,,,ು,yes
ಆನೆಗಳ,,,ಳ,yes
ಅಲಂಕಾರಿಕ,,,ಕ,yes
ಲತೆ,,,ೆ,yes
ಬಳ್ಳಿಗಳ,,,ಳ,yes
ಅಲಂಕಾರವಿರುವುದು,,,ು,yes
ಕಂಡು,,,ು,yes
ಬರುತ್ತವೆ,,,ೆ,yes
ಶಿಲ್ಪಕಲೆಯು,,,ು,yes
ಹಂಪಿಯ,,,ಯ,yes
ಹಜಾರ,,,ರ,yes
ರಾಮ,,,ಮ,yes
ದೇವಸ್ಥಾನದಲ್ಲಿಯೂ,,,ೂ,yes
ಹಿಂಭಾಗದಲ್ಲಿ,,,ಿ,yes
ಅನತಿ,,,ಿ,yes
ಚಾಳುಕ್ಯರ,,,ರ,yes
ತ್ರಿಕೂಟಾಚಲವಿದೆ,,,ೆ,yes
ಶಿಥಿಲಾವಸ್ಥೆಯಲ್ಲಿದೆ,,,ೆ,yes
ತೋಟಗಾರಿಕೆ,,,ೆ,yes
ಸೇವಾ,,,ಾ,yes
ಸಂಸ್ಥೆಗಳು,,,ು,yes
ಗ್ರಾಮ,,,ಮ,yes
ಪಂಚಾಯತಿ,,,ಿ,yes
ದೂರವಾಣಿ,,,ಿ,yes
ಅಂಚೆ,,,ೆ,yes
ಕಚೇರಿ,,,ಿ,yes
ಮಾಪನ,,,ನ,yes
ಬಳಕೆದಾರರ,,,ರ,yes
ಸಹಕಾರ,,,ರ,yes
ಸಂಘ,,,ಘ,yes
ಕೆವಿ,,,ಿ,yes
ವಿದ್ಯುತ್,,,್,yes
ಪರಿವರ್ತನಾ,,,ಾ,yes
ದೂರ,,,ರ,yes
ಕೇಂದ್ರದಿಂದ,,,ದ,yes
ತಾಲೂಕ,,,ಕ,yes
ವಿಜಾಪುರದಿಂದ,,,ದ,yes
ಭೀಮಾನದಿಯ,,,ಯ,yes
ಹರ್ಷ,,,ಷ,yes
ಭೋಗಲೆ,,,ೆ,yes
ಟೆಲೆವಿಷನ್,,,್,yes
ಹೆಸರಾಂತ,,,ತ,yes
ಕಾಮೆಂಟೇಟರ್,,,್,yes
ಪತ್ರಿಕೋದ್ಯಮಿ,,,ಿ,yes
ಹೈದರಾಬಾದಿನಲ್ಲಿ,,,ಿ,yes
ನೆಲೆಸಿದ,,,ದ,yes
ಮಾತಾಡುವ,,,ವ,yes
ಪರಿವಾರವೊಂದರಲ್ಲಿ,,,ಿ,yes
ಜನ್ಮವೆತ್ತಿದರು,,,ು,yes
ಟೆಲಿವಿಷನ್,,,್,yes
ವಲಯದಲ್ಲಿ,,,ಿ,yes
ಸಮರ್ಥವಾಗಿ,,,ಿ,yes
ಸಮಗ್ರವಾದ,,,ದ,yes
ಆಟದ,,,ದ,yes
ವಿಧಿ,,,ಿ,yes
ಧಾನಗಳನ್ನು,,,ು,yes
ರೋಚಕವಾಗಿ,,,ಿ,yes
ಸತತವಾಗಿ,,,ಿ,yes
ತಪ್ಪದೆ,,,ೆ,yes
ಭಾಗವಹಿಸಿ,,,ಿ,yes
ಕ್ರೀಡಾಪ್ರಿಯರ,,,ರ,yes
ಮನರಂಜನೆ,,,ೆ,yes
ಮಾಡುತ್ತಿರುವ,,,ವ,yes
ಭಾರತೀಯರಲ್ಲಿ,,,ಿ,yes
ಮೊದಲಿಗರೆಂದು,,,ು,yes
ಪರಿವಾರ,,,ರ,yes
ತಂದೆಯವರು,,,ು,yes
ಭಾಷಾ,,,ಾ,yes
ಪ್ರಾಧ್ಯಾಪಕ,,,ಕ,yes
ಭೋಗ್ಲೆ,,,ೆ,yes
ಶಾಲಿನಿ,,,ಿ,yes
ಮನಃಶಾಸ್ತ್ರದಲ್ಲಿ,,,ಿ,yes
ಪ್ರಾಧ್ಯಾಪಕಿ,,,ಿ,yes
ಪಬ್ಲಿಕ್,,,್,yes
ಯಲ್ಲಿ,,,ಿ,yes
ವ್ಯಾಸಂಗವನ್ನು,,,ು,yes
ಶುರುಮಾಡಿದರು,,,ು,yes
ಉಸ್ಮಾನಿಯ,,,ಯ,yes
ವಿಶ್ವವಿದ್ಯಾಲಯ,,,ಯ,yes
ಕೆಮಿಕಲ್,,,್,yes
ಎಂಜಿನಿಯರಿಂಗ್,,,್,yes
ಅಹ್ಮದಾಬಾದ್,,,್,yes
ಇನ್ಸ್ಟಿ,,,ಿ,yes
ಟ್ಯೂಟ್,,,್,yes
ಪದವಿಯೋತ್ತರ,,,ರ,yes
ವ್ಯಾಸಂಗ,,,ಗ,yes
ಹರ್ಷರವರು,,,ು,yes
ಜಾಹಿರಾತು,,,ು,yes
ಸೇವೆಯಲ್ಲಿ,,,ಿ,yes
ವೃತ್ತಿಯನ್ನು,,,ು,yes
ನೆಯ,,,ಯ,yes
ಹೈದರಾಬಾದಿನ,,,ನ,yes
ಆಲ್,,,್,yes
ಇಂಡಿಯ,,,ಯ,yes
ರೇಡಿಯೊ,,,ೊ,yes
ಕಾಮೆಂಟರಿ,,,ಿ,yes
ಕೊಡುವ,,,ವ,yes
ಹಿಡಿದಿದ್ದರು,,,ು,yes
ಸಾಲಿನಲ್ಲಿ,,,ಿ,yes
ಆಸ್ಟ್ರೇಯದ,,,ದ,yes
ನಿಲಯ,,,ಯ,yes
ಕರೆಕಳಿಸಿ,,,ಿ,yes
ನೌಕರಿಯನ್ನು,,,ು,yes
ಪ್ರದಾನ,,,ನ,yes
ವಿಶ್ವಕಪ್,,,್,yes
ಮ್ಯಾಚಿನ,,,ನ,yes
ವಿವರಣೆಯನ್ನು,,,ು,yes
ಕೊಡಲು,,,ು,yes
ವಿದೇಶದಲ್ಲಿ,,,ಿ,yes
ಆಹ್ವಾನಿತರಾದ,,,ದ,yes
ಪ್ರಥಮ,,,ಮ,yes
ರೆಂದು,,,ು,yes
ಇಂದಿಗೂ,,,ೂ,yes
ಪ್ರಸಿದ್ಧರಾಗಿದ್ದಾರ,,,ರ,yes
ಆಸ್ಟ್ರೇಲಿಯದ,,,ದ,yes
ಬ್ರಾಡ್ಕಾಸ್ಟಿಂಗ್,,,್,yes
ಕಾರ್ಪೊರೇಶನ್,,,್,yes
ಆಸ್ಟ್ರೇಲಿಯದಲ್ಲಿ,,,ಿ,yes
ಆಡಿದ,,,ದ,yes
ಆಟಗಳನ್ನು,,,ು,yes
ಪ್ರಸಾರಮಾಡುವ,,,ವ,yes
ನಿರ್ವಹಿಸಿದರು,,,ು,yes
ನಿಲಯದ,,,ದ,yes
ಕ್ರೀಡೆಗಳನ್ನು,,,ು,yes
ಪರಿಚಯಿಸಿ,,,ಿ,yes
ಪೇಷ್,,,್,yes
ಕಾರ್ಯಕರ್ತರ,,,ರ,yes
ತಂಡದಲ್ಲಿ,,,ಿ,yes
ಒಬ್ಬರಾಗಿ,,,ಿ,yes
ಪ್ರಖ್ಯಾತ,,,ತ,yes
ಕ್ರೀಡಾ,,,ಾ,yes
ಇಎಸ್ಪಿಯೆನ್,,,್,yes
ಕ್ರೀಡಾವಿಭಾಗದ,,,ದ,yes
ಸಮರ್ಥ,,,ಥ,yes
ಕಾರ್ಯಕ್ರಮ,,,ಮ,yes
ನಿವೇದಕರಾಗಿ,,,ಿ,yes
ಚಾಲನೆಯಲ್ಲಿರುವ,,,ವ,yes
ಕ್ಷಣ,,,ಣ,yes
ಕ್ಷಣದ,,,ದ,yes
ವಿವರಗಳನ್ನು,,,ು,yes
ಸೇರಿಕೊಂಡರು,,,ು,yes
ಭಾಗವಾಗಿ,,,ಿ,yes
ಆನಂತರ,,,ರ,yes
ಐಯಾನ್,,,್,yes
ಚಾಪೆಲ್,,,್,yes
ಭೋಗಲೆಯವರ,,,ರ,yes
ರೋಚಕ,,,ಕ,yes
ಕುತೂಹಲಕಾರಿ,,,ಿ,yes
ವಿಷಯಸಂಗ್ರಹ,,,ಹ,yes
